securityname,first_in_portfolio,issuer_type,weight,price: 20221231,price: 20220930,price: 20220630,price: 20220331,price: 20211231,held_directly_or_through,held_by_that_many_active_funds,held_by_that_many_passive_funds,held_by_that_many_brands,issuer,issueAmount,total_usd_issuer_debt_amount,mean_issuer_issue_size,issuer_issue_count,marketvalue,holdingpercOfDeal,issue_date,RegistrationType,holdingType,debtType,debtRankType,primarySector,mortgageType,cmoClassType,cmoType,collateralType,crt,original_coupon_rate,effectiveduration,effectivematurity,maturitydate,modifiedduration,numberofshares,ratinganalytics_ratinglevel,yieldtomaturity,last_reported_factor,last_reported_factor_as_of_date,cmooriginaldealamount,state,country_of_risk,currency,em_dev,NAICSClassification,industry,muniSecurityType,muniUseOfProceeds,GreenBondIndicator,green_bond_third_party,convertible_indicator,conditional_conversion_indicator,conversion_feature_type,convertible_initiator,conversion_option_type,conversion_timing_type,convert_frequency_type,cusip,isin,apexid,bucket
Boyd Gaming Corporation 4.75%,20200630,Corporation,0.01,93.28,88.7,90.71,99.62,102.9,High Yield Bond Portfolio,473,38,111,Boyd Gaming Corporation,," $8,494,950,000 "," $707,912,500 ", $12 ," $92,956.27 ",,2020-08-14,SEC Registered,Bond - Corporate Bond,,,Consumer Cyclical,,,,,NA,,3.85,4.92,2027-12-01,4.29," 99,649 ",BB,6.3966,,,,NV,US,USD,DEV,Hotels (except Casino Hotels) and Motels,Accommodation,,,,,NA,NA,,,,,,103304BU4,US103304BU40,324201665,bucket_51_max
Community Health Systems Incorporated 6.875%,20210331,Corporation,0.02,51.58,48.52,64.79,98.39,102.03,High Yield Bond Portfolio,514,31,111,Community Health Systems Incorporated," $1,775,000,000 "," $34,130,002,000 "," $1,483,913,130 ", $23 ," $165,489.60 ",0.02,2021-02-02,Exempt Issue,Bond - Corporate Bond,Note,Junior,Healthcare,,,,,NA,6.875,4.16,6.29,2029-04-15,4.25," 320,820 ",Below B,21.2043,,,,DE,US,USD,DEV,Nursing Care Facilities (Skilled Nursing Facilities),Nursing and Residential Care Facilities,,,,,No,NA,,,,,,12543DBJ8,US12543DBJ81,361171167,bucket_51_max
Ardagh Packaging Finance plc / Ardagh Holdings USA Inc. 5.25%,20200630,Conduit Financing Vehicle,0.06,74.93,62.79,71.58,92.55,101.37,High Yield Bond Portfolio,462,34,111,Ardagh Packaging Finance plc / Ardagh Holdings USA Inc.,," $12,295,189,726 "," $945,783,825 ", $13 ," $600,994.06 ",,2020-06-02,Exempt Issue,Bond - Corporate Bond,,,Consumer Cyclical,,,,,NA,,3.80,4.62,2027-08-15,3.84," 802,050 ",Below B,12.6136,,,,,IE,USD,DEV,Glass Container Manufacturing,Nonmetallic Mineral Product Manufacturing,,,,,NA,NA,,,,,,03969AAR1,US03969AAR14,315384421,bucket_51_max
Tenet Healthcare Corporation 6.25%,20200630,Corporation,0.01,96.25,93.55,92.25,102.77,103.64,High Yield Bond Portfolio,485,45,111,Tenet Healthcare Corporation,," $8,778,300,000 "," $975,366,667 ", $9 ," $140,364.63 ",,2019-02-05,Exempt Issue,Bond - Corporate Bond,,,Healthcare,,,,,NA,,2.92,4.09,2027-02-01,3.43," 145,827 ",B,7.5506,,,,NV,US,USD,DEV,General Medical and Surgical Hospitals,Hospitals,,,,,NA,NA,,,,,,88033GCX6,US88033GCX60,222295742,bucket_51_max
AT&T Inc 3.5%,20220630,Corporation,0.24,74.96,72.24,80.01,92.33,102.46,held_directly,526,131,112,AT&T Inc,," $40,953,685,302 "," $694,130,259 ", $59 ," $2,286,414.63 ",,2020-05-28,SEC Registered,Bond - Corporate Bond,,,Communication Services,,,,,NA,,12.56,18.42,2041-06-01,12.49," 3,050,037 ",BBB,5.7571,,,,DE,US,USD,DEV,Wireless Telecommunications Carriers (except Satellite),Telecommunications,,,,,NA,NA,,,,,,00206RJZ6,US00206RJZ64,314835213,bucket_51_max
"T-Mobile USA, Inc. 2.875%",20210331,Corporation,0.00,82.77,80.72,83.21,90.25,98.67,High Yield Bond Portfolio,488,57,112,"T-Mobile USA, Inc."," $1,000,000,000 "," $22,093,148,000 "," $1,299,596,941 ", $17 ," $40,232.70 ",0,2021-01-14,SEC Registered,Bond - Corporate Bond,Note,Unsubordinated,Communication Services,,,,,NA,2.875,6.65,8.13,2031-02-15,7.01," 48,609 ",BB,5.5601,,,,DE,US,USD,DEV,Wireless Telecommunications Carriers (except Satellite),Telecommunications,,,,,No,NA,,,,,,87264ABT1,US87264ABT16,359306545,bucket_51_max
Ardagh Metal Packaging Finance PLC / Ardagh Metal Packaging Finance USA LLC 4%,20210331,Corporation,0.01,79.44,73.41,80.55,90.23,99.51,High Yield Bond Portfolio,446,34,112,Ardagh Metal Packaging Finance PLC / Ardagh Metal Packaging Finance USA LLC,,,,," $131,291.63 ",,2021-03-12,Exempt Issue,Bond - Corporate Bond,,,Financial Services,,,,,NA,,5.54,6.67,2029-09-01,5.58," 165,271 ",B,8.0852,,,,,IE,USD,DEV,All Other Nondepository Credit Intermediation,Credit Intermediation and Related Activities,,,,,NA,NA,,,,,,03969YAB4,US03969YAB48,367592700,bucket_51_max
Open Text Corp 3.875%,20200331,Corporation,0.01,85.98,82.84,89.09,96.05,102.08,High Yield Bond Portfolio,402,39,112,Open Text Corp,," $4,600,000,000 "," $766,666,667 ", $6 ," $114,940.49 ",,2020-02-18,Exempt Issue,Bond - Corporate Bond,,,Technology,,,,,NA,,4.38,5.13,2028-02-15,4.49," 133,675 ",BB,7.2358,,,,ON,CA,USD,DEV,Computer Systems Design Services,"Professional, Scientific, and Technical Services",,,,,NA,NA,,,,,,683715AC0,US683715AC05,290898647,bucket_51_max
AbbVie Inc. 3.8%,20201231,Corporation,0.08,97.55,96.94,99.32,101.96,106.54,held_directly,475,160,112,AbbVie Inc.,," $8,778,434,000 "," $2,194,608,500 ", $4 ," $731,550.51 ",,2020-11-19,SEC Registered,Bond - Corporate Bond,,,Healthcare,,,,,NA,,2.00,2.21,2025-03-15,2.09," 749,957 ",BBB,5.0263,,,,DE,US,USD,DEV,Pharmaceutical Preparation Manufacturing,Chemical Manufacturing,,,,,NA,NA,,,,,,00287YCX5,US00287YCX58,291225215,bucket_51_max
"T-Mobile USA, Inc. 4.5%",20210630,Corporation,0.26,82.71,80.35,88.96,101.52,117.08,held_directly,547,131,113,"T-Mobile USA, Inc.",," $22,093,148,000 "," $1,299,596,941 ", $17 ," $2,481,292.95 ",,2021-05-25,SEC Registered,Bond - Corporate Bond,,,Communication Services,,,,,NA,,14.20,27.29,2050-04-15,14.36," 3,000,042 ",BBB,5.8062,,,,DE,US,USD,DEV,Wireless Telecommunications Carriers (except Satellite),Telecommunications,,,,,NA,NA,,,,,,87264AAZ8,US87264AAZ84,306102378,bucket_51_max
Citigroup Inc. 3.057%,20220331,Corporation,0.26,80.96,78.87,84.86,93.54,,held_directly,524,131,113,Citigroup Inc.," $3,000,000,000 "," $184,072,858,362 "," $148,805,868 "," $1,237 "," $2,505,700.04 ",0.1,2022-01-25,SEC Registered,Bond - Corporate Bond,Note,Senior,Financial Services,,,,,NA,3.057,7.50,9.07,2033-01-25,7.50," 3,095,051 ",A,5.7566,,,,DE,US,USD,DEV,Commercial Banking,Credit Intermediation and Related Activities,,,,,No,NA,,,,,,17327CAQ6,US17327CAQ69,431332914,bucket_51_max
Coherent Corp 5%,20211231,Corporation,0.04,86.37,82.96,87.49,97.89,102.78,High Yield Bond Portfolio,466,25,113,Coherent Corp,,,,," $340,079.67 ",,2021-12-10,Exempt Issue,Bond - Corporate Bond,,,Industrials,,,,,NA,,5.42,6.96,2029-12-15,5.65," 393,734 ",B,7.5798,,,,PA,US,USD,DEV,Optical Instrument and Lens Manufacturing,Machinery Manufacturing,,,,,NA,NA,,,,,,902104AC2,US902104AC24,423304970,bucket_51_max
Vistra Operations Co LLC 5.625%,20190331,Corporation,0.00,95.09,93.83,94.23,100.03,103.5,High Yield Bond Portfolio,540,42,113,Vistra Operations Co LLC,," $5,100,000,000 "," $1,020,000,000 ", $5 ," $36,976.46 ",,2019-02-06,Exempt Issue,Bond - Corporate Bond,,,Utilities,,,,,NA,,3.08,4.13,2027-02-15,3.60," 38,887 ",BB,7.0792,,,,DE,US,USD,DEV,Other Electric Power Generation,Utilities,,,,,NA,NA,,,,,,92840VAB8,US92840VAB80,222295743,bucket_51_max
DT Midstream Inc 4.375%,20210630,Corporation,0.02,84.02,82.63,84.05,95.92,104.53,High Yield Bond Portfolio,388,43,114,DT Midstream Inc," $1,000,000,000 "," $5,400,000,000 "," $900,000,000 ", $6 ," $234,851.86 ",0.03,2021-06-09,Exempt Issue,Bond - Corporate Bond,Note,Senior,Energy,,,,,NA,4.375,6.48,8.46,2031-06-15,6.78," 279,502 ",BB,6.9228,,,,DE,US,USD,DEV,Pipeline Transportation of Natural Gas,Pipeline Transportation,,,,,No,NA,,,,,,23345MAB3,US23345MAB37,382358810,bucket_51_max
Morgan Stanley 4.431%,20190930,Corporation,0.27,93.27,92.05,97.26,104.67,114.1,held_directly,520,113,114,Morgan Stanley,," $22,253,336,428 "," $117,122,823 ", $190 ," $2,565,014.95 ",,2019-01-23,SEC Registered,Bond - Corporate Bond,,,Financial Services,,,,,NA,,5.10,6.07,2030-01-23,6.03," 2,750,021 ",A,5.6331,,,,DE,US,USD,DEV,Investment Advice,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",,,,,NA,NA,,,,,,6174468G7,US6174468G77,221525769,bucket_51_max
Scientific Games Holdings LP / Scientific Games US Finco Inc 6.625%,20220630,Limited Partnership,0.03,84.6,80.32,85.16,98.7,,High Yield Bond Portfolio,456,20,114,Scientific Games Holdings LP / Scientific Games US Finco Inc," $800,000,000 "," $800,000,000 "," $800,000,000 ", $1 ," $312,537.12 ",0.05,2022-02-17,Exempt Issue,Bond - Corporate Bond,Note,Senior,,,,,,NA,6.625,5.22,7.17,2030-03-01,5.42," 369,429 ",B,9.6751,,,,DE,US,USD,DEV,,,,,,,No,NA,,,,,,80874DAA4,US80874DAA46,434697403,bucket_51_max
Clarivate Science Holdings Corp. 4.875%,20210930,Corporation,0.05,85.16,78.46,82.4,94.29,101.72,High Yield Bond Portfolio,509,41,114,Clarivate Science Holdings Corp.,," $4,000,000,000 "," $1,000,000,000 ", $4 ," $459,517.20 ",,2021-08-19,Exempt Issue,Bond - Corporate Bond,,,Industrials,,,,,NA,,5.24,6.50,2029-07-01,5.35," 539,561 ",Below B,7.8582,,,,DE,US,USD,DEV,Administrative Management and General Management Consulting Services,"Professional, Scientific, and Technical Services",,,,,NA,NA,,,,,,18064PAD1,US18064PAD15,399230520,bucket_51_max
"H&E Equipment Services, Inc. 3.875%",20201231,Corporation,0.02,85.35,78.71,81.13,93.87,99.35,High Yield Bond Portfolio,513,37,114,"H&E Equipment Services, Inc."," $1,250,000,000 "," $5,699,826,000 "," $949,971,000 ", $6 ," $209,524.81 ",0.02,2020-12-14,Exempt Issue,Bond - Corporate Bond,Note,Senior,Industrials,,,,,NA,3.875,5.05,5.96,2028-12-15,5.14," 245,476 ",B,6.9552,,,,DE,US,USD,DEV,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Rental and Leasing Services,,,,,No,NA,,,,,,404030AJ7,US404030AJ72,352504832,bucket_51_max
Archrock Partners LP/Archrock Partners Finance Corp 6.25%,20191231,Corporation,0.03,91.66,88.1,88.69,98.75,104.39,High Yield Bond Portfolio,540,38,114,Archrock Partners LP/Archrock Partners Finance Corp,,,,," $307,442.67 ",,2019-12-20,Exempt Issue,Bond - Corporate Bond,,,Energy,,,,,NA,,4.05,5.25,2028-04-01,4.34," 335,403 ",B,8.2739,,,,DE,US,USD,DEV,Support Activities for Oil and Gas Operations,Support Activities for Mining,,,,,NA,NA,,,,,,03959KAC4,US03959KAC45,279924421,bucket_51_max
DISH DBS Corporation 7.375%,20200930,Corporation,0.01,70.91,67.46,68.28,94.86,101.41,High Yield Bond Portfolio,432,28,114,DISH DBS Corporation,," $10,750,000,000 "," $2,150,000,000 ", $5 ," $137,879.73 ",,2020-09-29,SEC Registered,Bond - Corporate Bond,,,Communication Services,,,,,NA,,3.91,5.50,2028-07-01,4.10," 194,436 ",B,15.4595,,,,CO,US,USD,DEV,Cable and Other Subscription Programming,Broadcasting (except Internet),,,,,NA,NA,,,,,,25470XBB0,US25470XBB01,320618148,bucket_51_max
Performance Food Group Company 4.25%,20210930,Corporation,0.02,86.78,83.46,83.7,91.25,99.25,High Yield Bond Portfolio,474,35,115,Performance Food Group Company,," $1,050,000,000 "," $350,000,000 ", $3 ," $210,914.92 ",,2021-07-26,Exempt Issue,Bond - Corporate Bond,,,Consumer Defensive,,,,,NA,,5.23,6.59,2029-08-01,5.56," 243,046 ",BB,6.7947,,,,CO,US,USD,DEV,General Line Grocery Merchant Wholesalers,"Merchant Wholesalers, Nondurable Good",,,,,NA,NA,,,,,,71376LAE0,US71376LAE02,394262412,bucket_51_max
Post Holdings Inc. 5.625%,20180630,Corporation,0.02,94.28,91.46,95.14,98.32,105.17,High Yield Bond Portfolio,506,31,116,Post Holdings Inc.,," $6,300,000,000 "," $1,050,000,000 ", $6 ," $229,144.56 ",,2017-12-01,Exempt Issue,Bond - Corporate Bond,,,Consumer Defensive,,,,,NA,,3.74,5.04,2028-01-15,4.29," 243,046 ",B,7.0258,,,,MO,US,USD,DEV,Frozen Specialty Food Manufacturing,Food Manufacturing,,,,,NA,NA,,,,,,737446AN4,US737446AN44,147804166,bucket_51_max
Tenet Healthcare Corporation 4.625%,20180930,Corporation,0.01,97.67,96.81,96.11,100.57,101.71,High Yield Bond Portfolio,472,41,116,Tenet Healthcare Corporation,," $8,778,300,000 "," $975,366,667 ", $9 ," $61,720.55 ",,2018-07-30,SEC Registered,Bond - Corporate Bond,,,Healthcare,,,,,NA,,1.38,1.54,2024-07-15,1.46," 63,192 ",BB,6.3329,,,,NV,US,USD,DEV,General Medical and Surgical Hospitals,Hospitals,,,,,NA,NA,,,,,,88033GCS7,US88033GCS75,132216341,bucket_51_max
Calpine Corporation 5.125%,20191231,Corporation,0.03,89.43,86.09,88.27,95.44,101.68,High Yield Bond Portfolio,470,35,117,Calpine Corporation,," $4,920,000,000 "," $820,000,000 ", $6 ," $260,834.86 ",,2019-12-27,Exempt Issue,Bond - Corporate Bond,,,Utilities,,,,,NA,,4.20,5.21,2028-03-15,4.43," 291,655 ",B,7.6696,,,,DE,US,USD,DEV,Other Electric Power Generation,Utilities,,,,,NA,NA,,,,,,131347CN4,US131347CN48,280838808,bucket_51_max
JPMorgan Chase & Co. 2.963%,20220331,Corporation,0.27,81.65,78.73,85.91,94.38,,held_directly,530,136,118,JPMorgan Chase & Co.,," $214,878,074,401 "," $147,784,095 "," $1,454 "," $2,531,147.75 ",,2022-01-25,SEC Registered,Bond - Corporate Bond,,,Financial Services,,,,,NA,,7.49,9.07,2033-01-25,7.55," 3,099,968 ",A,5.5823,,,,DE,US,USD,DEV,Commercial Banking,Credit Intermediation and Related Activities,,,,,NA,NA,,,,,,46647PCU8,US46647PCU84,431337886,bucket_51_max
Cheniere Energy Partners L P 4%,20211231,Limited Partnership,0.01,85.27,84.05,85.26,97.09,105.14,High Yield Bond Portfolio,545,69,118,Cheniere Energy Partners L P,," $7,796,675,000 "," $1,299,445,833 ", $6 ," $116,058.52 ",,2021-11-30,SEC Registered,Bond - Corporate Bond,,,Utilities,,,,,NA,,6.29,8.17,2031-03-01,6.72," 136,106 ",BBB,6.3599,,,,DE,US,USD,DEV,Natural Gas Distribution,Utilities,,,,,NA,NA,,,,,,16411QAK7,US16411QAK76,367579656,bucket_51_max
Grifols Escrow Issuer S A U 4.75%,20210930,Corporation,0.02,86.46,77.47,86.86,94.26,102.19,High Yield Bond Portfolio,560,28,118,Grifols Escrow Issuer S A U,,,,," $235,367.24 ",,2021-10-05,Exempt Issue,Bond - Corporate Bond,,,Real Estate,,,,,NA,,4.76,5.79,2028-10-15,4.88," 272,211 ",B,7.7152,,,,,ES,USD,DEV,Offices of Real Estate Agents and Brokers,Real Estate,,,,,NA,NA,,,,,,39843UAA0,US39843UAA07,408120562,bucket_51_max
B.A.T. Capital Corporation 3.557%,20181231,Corporation,0.30,91.52,87.95,91.56,97.5,104.98,held_directly,489,129,118,B.A.T. Capital Corporation,," $22,000,000,000 "," $2,750,000,000 ", $8 ," $2,818,640.57 ",,2018-11-23,SEC Registered,Bond - Corporate Bond,,,Financial Services,,,,,NA,,4.07,4.62,2027-08-15,4.17," 3,079,977 ",BBB,5.7087,,,,DE,US,USD,DEV,Miscellaneous Intermediation,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",,,,,NA,NA,,,,,,05526DBB0,US05526DBB01,137995524,bucket_51_max
Bank of America Corporation 4.571%,20220630,Corporation,0.14,91.75,89.7,97.44,,,held_directly,530,130,119,Bank of America Corporation,," $23,200,075,786 "," $66,475,862 ", $349 ," $1,316,658.48 ",,2022-04-27,SEC Registered,Bond - Corporate Bond,,,Financial Services,,,,,NA,,7.34,9.33,2033-04-27,8.07," 1,435,004 ",A,5.673,,,,DE,US,USD,DEV,Commercial Banking,Credit Intermediation and Related Activities,,,,,NA,NA,,,,,,06051GKQ1,US06051GKQ19,450580642,bucket_51_max
"NRG Energy, Inc. 3.875%",20210930,Corporation,0.02,75.3,78.22,79.65,88.2,98.16,High Yield Bond Portfolio,512,35,120,"NRG Energy, Inc."," $1,100,000,000 "," $8,607,759,000 "," $782,523,545 ", $11 ," $151,895.99 ",0.02,2021-08-23,Exempt Issue,Bond - Corporate Bond,Note,Senior,Utilities,,,,,NA,3.875,7.10,9.13,2032-02-15,7.24," 201,728 ",BB,7.7262,,,,DE,US,USD,DEV,Other Electric Power Generation,Utilities,,,,,No,NA,,,,,,629377CS9,US629377CS98,399236837,bucket_51_max
"Goldman Sachs Group, Inc. 4.223%",20180630,Corporation,0.46,93.34,91.03,96.22,102.49,111.41,held_directly,542,129,120,"Goldman Sachs Group, Inc.",," $20,774,300,391 "," $49,345,132 ", $421 ," $4,317,122.42 ",,2018-04-23,Not Applicable,Bond - Corporate Bond,,,Financial Services,,,,,NA,,4.65,5.34,2029-05-01,4.65," 4,624,974 ",A,5.6898,,,,DE,US,USD,DEV,Securities Brokerage,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",,,,,NA,NA,,,,,,38141GWZ3,US38141GWZ35,172858894,bucket_51_max
"United Rentals (North America), Inc. 4.875%",20180630,Corporation,0.01,94.99,91.9,94.77,101.69,105.26,High Yield Bond Portfolio,439,42,120,"United Rentals (North America), Inc.",," $5,250,000,000 "," $875,000,000 ", $6 ," $101,577.53 ",,2017-08-11,SEC Registered,Bond - Corporate Bond,,,Industrials,,,,,NA,,3.75,5.04,2028-01-15,4.38," 106,940 ",BB,6.096,,,,DE,US,USD,DEV,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Rental and Leasing Services,,,,,NA,NA,,,,,,911365BG8,US911365BG81,137112688,bucket_51_max
Ford Motor Credit Company LLC 4.125%,20200930,Corporation,0.02,89.73,86.29,88.34,97.87,108.17,High Yield Bond Portfolio,498,37,120,Ford Motor Credit Company LLC,," $2,685,064,281 "," $26,584,795 ", $101 ," $174,466.84 ",,2020-08-17,SEC Registered,Bond - Corporate Bond,,,Financial Services,,,,,NA,,4.01,4.63,2027-08-17,4.10," 194,436 ",BB,6.8049,,,,DE,US,USD,DEV,All Other Nondepository Credit Intermediation,Credit Intermediation and Related Activities,,,,,NA,NA,,,,,,345397A86,US345397A860,328258532,bucket_51_max
McAfee Corp 7.375%,20220630,Corporation,0.06,80.58,81.95,81.57,96.06,,High Yield Bond Portfolio,473,36,121,McAfee Corp,,,,," $577,757.37 ",,2022-02-17,Exempt Issue,Bond - Corporate Bond,,,Technology,,,,,NA,,5.02,7.13,2030-02-15,5.18," 716,984 ",Below B,11.4708,,,,DE,US,USD,DEV,Software Publishers,Publishing Industries (except Internet),,,,,NA,NA,,,,,,579063AB4,US579063AB46,432213169,bucket_51_max
Albertsons Cos Inc / Safeway Inc / New Albertsons LP / Albertsons LLC 5.875%,20190930,Corporation,0.00,95.24,92.46,93.64,99.84,105.89,High Yield Bond Portfolio,461,36,121,Albertsons Cos Inc / Safeway Inc / New Albertsons LP / Albertsons LLC / (Albertsons Safeway LLC),," $5,000,000,000 "," $833,333,333 ", $6 ," $25,462.42 ",,2019-08-15,Exempt Issue,Bond - Corporate Bond,,,Consumer Defensive,,,,,NA,,3.64,5.13,2028-02-15,4.33," 26,735 ",BB,7.0356,,,,DE,US,USD,DEV,Supermarkets and Other Grocery (except Convenience) Stores,Food and Beverage Store,,,,,NA,NA,,,,,,013092AB7,US013092AB74,253792780,bucket_51_max
"SS&C Technologies, Inc. 5.5%",20190331,Corporation,0.02,93.84,91.43,93.57,100.88,104.62,High Yield Bond Portfolio,490,44,121,"SS&C Technologies, Inc.",,,,," $205,272.25 ",,2019-03-28,Exempt Issue,Bond - Corporate Bond,,,Technology,,,,,NA,,3.63,4.75,2027-09-30,4.08," 218,741 ",B,7.0978,,,,DE,US,USD,DEV,Software Publishers,Publishing Industries (except Internet),,,,,NA,NA,,,,,,78466CAC0,US78466CAC01,230884749,bucket_51_max
"CSC Holdings, LLC 4.5%",20210630,Limited Partnership,0.03,69.57,75.28,77.43,89.77,98.91,High Yield Bond Portfolio,547,28,122,"CSC Holdings, LLC",," $17,475,024,000 "," $1,248,216,000 ", $14 ," $257,007.85 ",,2021-05-13,Exempt Issue,Bond - Corporate Bond,,,Communication Services,,,,,NA,,6.69,8.88,2031-11-15,6.73," 369,429 ",B,9.7275,,,,DE,US,USD,DEV,Cable and Other Subscription Programming,Broadcasting (except Internet),,,,,NA,NA,,,,,,126307BH9,US126307BH94,378264455,bucket_51_max
Minerva Merger Subordinated Inc. 6.5%,20220630,Corporation,0.06,73.88,79.24,83.45,97.14,,High Yield Bond Portfolio,657,32,122,Minerva Merger Subordinated Inc.,,,,," $565,625.92 ",,2022-02-15,Exempt Issue,Bond - Corporate Bond,,,,,,,,NA,,5.09,7.13,2030-02-15,5.24," 765,593 ",Below B,12.1121,,,,DE,US,USD,DEV,,,,,,,NA,NA,,,,,,60337JAA4,US60337JAA43,432947807,bucket_51_max
AT&T Inc 3.8%,20210930,Corporation,0.30,69.46,67.76,77.46,91.63,104.39,held_directly,642,141,123,AT&T Inc,," $40,953,685,302 "," $694,130,259 ", $59 ," $2,801,233.96 ",,2021-09-03,SEC Registered,Bond - Corporate Bond,,,Communication Services,,,,,NA,,16.15,34.92,2057-12-01,16.01," 4,033,049 ",BBB,5.9074,,,,DE,US,USD,DEV,Wireless Telecommunications Carriers (except Satellite),Telecommunications,,,,,NA,NA,,,,,,00206RMN9,US00206RMN97,391644923,bucket_51_max
"NRG Energy, Inc. 3.625%",20201231,Corporation,0.01,76.2,78.22,78.61,88.1,97.67,High Yield Bond Portfolio,419,34,123,"NRG Energy, Inc.",," $8,607,759,000 "," $782,523,545 ", $11 ," $74,082.47 ",,2020-12-02,Exempt Issue,Bond - Corporate Bond,,,Utilities,,,,,NA,,6.55,8.13,2031-02-15,6.67," 97,218 ",BB,7.6398,,,,DE,US,USD,DEV,Other Electric Power Generation,Utilities,,,,,NA,NA,,,,,,629377CR1,US629377CR16,350421759,bucket_51_max
Sirius Xm Radio Inc 3.875%,20210930,Corporation,0.03,78.21,77.77,79.82,91.17,98.22,High Yield Bond Portfolio,502,41,124,Sirius Xm Radio Inc," $1,500,000,000 "," $29,250,000,000 "," $1,392,857,143 ", $21 ," $317,441.13 ",0.03,2021-08-16,Exempt Issue,Bond - Corporate Bond,Note,Senior,Consumer Cyclical,,,,,NA,3.875,6.85,8.67,2031-09-01,6.99," 405,886 ",BB,7.3469,,,,DE,US,USD,DEV,Radio Networks,Broadcasting (except Internet),,,,,No,NA,,,,,,82967NBM9,US82967NBM92,398052390,bucket_51_max
"United Rentals, Inc. 3.875%",20200630,Corporation,0.01,84.05,81.54,84.56,94.41,101.55,High Yield Bond Portfolio,450,37,124,"United Rentals, Inc.",,,,," $100,102.45 ",,2020-08-10,SEC Registered,Bond - Corporate Bond,,,Industrials,,,,,NA,,6.31,8.13,2031-02-15,6.71," 119,092 ",BB,6.4638,,,,DE,US,USD,DEV,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Rental and Leasing Services,,,,,NA,NA,,,,,,911363AM1,US911363AM11,326377563,bucket_51_max
Ford Motor Credit Company LLC 5.113%,20200331,Corporation,0.03,90.78,87,89.86,100.77,113.8,High Yield Bond Portfolio,432,42,124,Ford Motor Credit Company LLC,," $2,685,064,281 "," $26,584,795 ", $101 ," $328,748.74 ",,2019-05-03,SEC Registered,Bond - Corporate Bond,,,Financial Services,,,,,NA,,5.19,6.34,2029-05-03,5.26," 362,138 ",BB,6.9799,,,,DE,US,USD,DEV,All Other Nondepository Credit Intermediation,Credit Intermediation and Related Activities,,,,,NA,NA,,,,,,345397ZR7,US345397ZR75,238803203,bucket_51_max
Tenet Healthcare Corporation 5.125%,20190930,Corporation,0.01,93.23,89.94,90.17,100.6,104.4,High Yield Bond Portfolio,509,46,124,Tenet Healthcare Corporation,," $8,778,300,000 "," $975,366,667 ", $9 ," $140,482.11 ",,2019-08-26,Exempt Issue,Bond - Corporate Bond,,,Healthcare,,,,,NA,,3.77,4.84,2027-11-01,4.18," 150,688 ",BB,6.8412,,,,NV,US,USD,DEV,General Medical and Surgical Hospitals,Hospitals,,,,,NA,NA,,,,,,88033GDA5,US88033GDA58,255957401,bucket_51_max
CVS Health Corp 5.125%,20180630,Corporation,0.10,91.63,87.79,96.54,113.21,130.16,held_directly,549,148,125,CVS Health Corp,," $1,279,500,000 "," $1,279,500,000 ", $1 ," $902,589.35 ",,2015-07-20,SEC Registered,Bond - Corporate Bond,,,Consumer Defensive,,,,,NA,,12.58,22.55,2045-07-20,12.80," 985,045 ",BBB,5.8361,,,,DE,US,USD,DEV,Pharmacies and Drug Stores,Health and Personal Care Store,,,,,NA,NA,,,,,,126650CN8,US126650CN80,71729288,bucket_51_max
